13,14,15,16,17,18,19,20
5.7,7,5.6,6.4,7.6,7.8,7.7,6.9
7.3,7.1,6.1,7.1,7.6,7.7,6.8,7.6
8.2,8.2,8.3,7.4,6.6,6.3,7.9,7.9
7.4,4.1,5,5.7,6,6.4,7.1,7.2
7.4,6.6,7.6,7.8,8.2,8.2,7.9,8
7.1,7,6.8,7.4,7,7.1,7.6,7.6
7.7,7.7,7.7,6.9,7.6,6.7,7.3,6.9
7,6.8,6.9,7.4,6.7,5.7,6.9,6.6
6.8,7.4,7.2,6.8,4.9,5.5,7.1,7.4
7.5,7.5,7.5,7.5,7.6,7.6,7.5,7.6
